t,x,y,vx,vy,pitch,roll,engine_out
717.80,14356.00,14.19,20.00,1.38,-0.0053,0.0539,0
718.00,14360.00,14.27,20.00,1.51,-0.0093,0.0451,0
718.20,14364.00,14.37,20.00,1.64,-0.0186,0.0419,0
718.40,14368.00,14.50,20.00,1.74,-0.0174,0.0395,0
718.60,14372.00,14.65,20.00,1.83,-0.0220,0.0515,0
718.80,14376.00,14.82,20.00,1.90,-0.0236,0.0398,0
719.00,14380.00,15.00,20.00,1.96,-0.0246,0.0375,0
719.20,14384.00,15.20,20.00,1.99,-0.0253,0.0367,0
719.40,14388.00,15.40,20.00,2.00,-0.0268,0.0315,0
719.60,14392.00,15.62,20.00,1.99,-0.0244,0.0475,0
719.80,14396.00,15.84,20.00,1.96,-0.0262,0.0343,0
720.00,14400.00,16.06,20.00,1.92,-0.0297,0.0253,0
720.20,14404.00,16.28,20.00,1.85,-0.0335,0.0408,0
720.40,14408.00,16.50,20.00,1.77,-0.0265,0.0315,0
720.60,14412.00,16.71,20.00,1.66,-0.0311,0.0200,0
720.80,14416.00,16.91,20.00,1.55,-0.0233,0.0345,0
721.00,14420.00,17.10,20.00,1.41,-0.0240,0.0180,0
721.20,14424.00,17.28,20.00,1.26,-0.0247,0.0280,0
721.40,14428.00,17.44,20.00,1.10,-0.0183,0.0213,0
721.60,14432.00,17.59,20.00,0.93,-0.0133,0.0186,0
721.80,14436.00,17.72,20.00,0.75,-0.0180,0.0098,0
722.00,14440.00,17.82,20.00,0.56,-0.0074,0.0112,0
722.20,14444.00,17.90,20.00,0.36,-0.0101,-0.0015,0
722.40,14448.00,17.96,20.00,0.17,-0.0040,0.0065,0
722.60,14452.00,18.00,20.00,-0.03,0.0018,0.0045,0
722.80,14456.00,18.01,20.00,-0.23,0.0081,-0.0024,0
723.00,14460.00,18.00,20.00,-0.43,0.0069,-0.0124,0
723.20,14464.00,17.96,20.00,-0.62,0.0110,-0.0155,0
723.40,14468.00,17.90,20.00,-0.81,0.0153,-0.0025,0
723.60,14472.00,17.82,20.00,-0.99,0.0192,-0.0154,0
723.80,14476.00,17.72,20.00,-1.16,0.0246,-0.0168,0
724.00,14480.00,17.60,20.00,-1.31,0.0197,-0.0177,0
724.20,14484.00,17.45,20.00,-1.46,0.0263,-0.0335,0
724.40,14488.00,17.30,20.00,-1.59,0.0274,-0.0225,0
724.60,14492.00,17.12,20.00,-1.70,0.0254,-0.0317,0
724.80,14496.00,16.94,20.00,-1.80,0.0259,-0.0281,0
725.00,14500.00,16.75,20.00,-1.88,0.0315,-0.0356,0
725.20,14504.00,16.54,20.00,-1.94,0.0266,-0.0454,0
725.40,14508.00,16.34,20.00,-1.98,0.0337,-0.0348,0
725.60,14512.00,16.13,20.00,-2.00,0.0309,-0.0401,0
725.80,14516.00,15.92,20.00,-2.00,0.0289,-0.0455,0
726.00,14520.00,15.72,20.00,-1.98,0.0244,-0.0516,0
726.20,14524.00,15.52,20.00,-1.94,0.0249,-0.0440,0
726.40,14528.00,15.33,20.00,-1.88,0.0260,-0.0515,0
726.60,14532.00,15.16,20.00,-1.80,0.0166,-0.0451,0
726.80,14536.00,15.00,20.00,-1.71,0.0214,-0.0461,0
727.00,14540.00,14.85,20.00,-1.60,0.0141,-0.0399,0
727.20,14544.00,14.72,20.00,-1.47,0.0145,-0.0450,0
727.40,14548.00,14.62,20.00,-1.33,0.0103,-0.0534,0
727.60,14552.00,14.53,20.00,-1.17,0.0049,-0.0541,0
727.80,14556.00,14.47,20.00,-1.00,-0.0032,-0.0525,0
728.00,14560.00,14.43,20.00,-0.82,-0.0077,-0.0535,0
728.20,14564.00,14.43,20.00,-0.64,-0.0084,-0.0462,0
728.40,14568.00,14.44,20.00,-0.45,-0.0077,-0.0407,0
728.60,14572.00,14.49,20.00,-0.25,-0.0107,-0.0458,0
728.80,14576.00,14.56,20.00,-0.05,-0.0214,-0.0404,0
729.00,14580.00,14.65,20.00,0.15,-0.0228,-0.0378,0
729.20,14584.00,14.78,20.00,0.35,-0.0239,-0.0444,0
729.40,14588.00,14.93,20.00,0.54,-0.0243,-0.0429,0
729.60,14592.00,15.10,20.00,0.73,-0.0227,-0.0394,0
729.80,14596.00,15.30,20.00,0.92,-0.0303,-0.0465,0
730.00,14600.00,15.51,20.00,1.09,-0.0286,-0.0337,0
730.20,14604.00,15.75,20.00,1.25,-0.0336,-0.0373,0
730.40,14608.00,16.00,20.00,1.40,-0.0339,-0.0317,0
730.60,14612.00,16.27,20.00,1.54,-0.0249,-0.0245,0
730.80,14616.00,16.54,20.00,1.66,-0.0324,-0.0334,0
731.00,14620.00,16.83,20.00,1.76,-0.0257,-0.0281,0
731.20,14624.00,17.12,20.00,1.85,-0.0247,-0.0170,0
731.40,14628.00,17.41,20.00,1.91,-0.0251,-0.0261,0
731.60,14632.00,17.70,20.00,1.96,-0.0201,-0.0121,0
731.80,14636.00,17.99,20.00,1.99,-0.0247,-0.0189,0
732.00,14640.00,18.27,20.00,2.00,-0.0220,-0.0119,0
732.20,14644.00,18.54,20.00,1.99,-0.0155,-0.0079,0
732.40,14648.00,18.80,20.00,1.96,-0.0144,-0.0178,0
732.60,14652.00,19.03,20.00,1.91,-0.0102,-0.0004,0
732.80,14656.00,19.25,20.00,1.84,-0.0051,-0.0112,0
733.00,14660.00,19.45,20.00,1.75,-0.0049,-0.0056,0
733.20,14664.00,19.62,20.00,1.65,0.0076,0.0075,0
733.40,14668.00,19.76,20.00,1.52,0.0054,0.0019,0
733.60,14672.00,19.88,20.00,1.39,0.0052,0.0139,0
733.80,14676.00,19.96,20.00,1.24,0.0123,0.0048,0
734.00,14680.00,20.01,20.00,1.07,0.0155,0.0231,0
734.20,14684.00,20.02,20.00,0.90,0.0164,0.0148,0
734.40,14688.00,20.00,20.00,0.72,0.0203,0.0276,0
734.60,14692.00,19.95,20.00,0.53,0.0289,0.0138,0
734.80,14696.00,19.86,20.00,0.33,0.0232,0.0197,0
735.00,14700.00,19.73,20.00,0.13,0.0273,0.0373,0
735.20,14704.00,19.57,20.00,-0.07,0.0244,0.0300,0
735.40,14708.00,19.37,20.00,-0.27,0.0335,0.0354,0
735.60,14712.00,19.14,20.00,-0.46,0.0337,0.0377,0
735.80,14716.00,18.88,20.00,-0.66,0.0281,0.0354,0
736.00,14720.00,18.59,20.00,-0.84,0.0254,0.0381,0
736.20,14724.00,18.28,20.00,-1.02,0.0318,0.0356,0
736.40,14728.00,17.94,20.00,-1.18,0.0271,0.0440,0
736.60,14732.00,17.58,20.00,-1.34,0.0218,0.0385,0
736.80,14736.00,17.20,20.00,-1.48,0.0248,0.0420,0
737.00,14740.00,16.80,20.00,-1.61,0.0210,0.0561,0
737.20,14744.00,16.40,20.00,-1.72,0.0196,0.0559,0
737.40,14748.00,15.99,20.00,-1.81,0.0178,0.0578,0
737.60,14752.00,15.57,20.00,-1.89,0.0148,0.0526,0
737.80,14756.00,15.16,20.00,-1.94,0.0099,0.0515,0
738.00,14760.00,14.75,20.00,-1.98,0.0097,0.0495,0
738.20,14764.00,14.34,20.00,-2.00,-0.0010,0.0401,0
738.40,14768.00,13.95,20.00,-2.00,-0.0002,0.0458,0
738.60,14772.00,13.58,20.00,-1.97,-0.0090,0.0555,0
738.80,14776.00,13.23,20.00,-1.93,-0.0102,0.0538,0
739.00,14780.00,12.90,20.00,-1.87,-0.0142,0.0481,0
739.20,14784.00,12.60,20.00,-1.79,-0.0164,0.0492,0
739.40,14788.00,12.33,20.00,-1.69,-0.0175,0.0504,0
739.60,14792.00,12.09,20.00,-1.58,-0.0263,0.0533,0
739.80,14796.00,11.89,20.00,-1.45,-0.0234,0.0363,0
740.00,14800.00,11.73,20.00,-1.30,-0.0236,0.0346,0
740.20,14804.00,11.61,20.00,-1.14,-0.0301,0.0348,0
740.40,14808.00,11.53,20.00,-0.97,-0.0292,0.0386,0
740.60,14812.00,11.49,20.00,-0.79,-0.0283,0.0379,0
740.80,14816.00,11.50,20.00,-0.61,-0.0280,0.0298,0
741.00,14820.00,11.56,20.00,-0.41,-0.0329,0.0350,0
741.20,14824.00,11.66,20.00,-0.22,-0.0315,0.0393,0
741.40,14828.00,11.81,20.00,-0.02,-0.0264,0.0336,0
741.60,14832.00,12.00,20.00,0.18,-0.0314,0.0189,0
741.80,14836.00,12.23,20.00,0.38,-0.0263,0.0322,0
742.00,14840.00,12.51,20.00,0.58,-0.0211,0.0203,0
742.20,14844.00,12.82,20.00,0.76,-0.0242,0.0176,0
742.40,14848.00,13.18,20.00,0.94,-0.0197,0.0130,0
742.60,14852.00,13.56,20.00,1.12,-0.0171,0.0228,0
742.80,14856.00,13.98,20.00,1.28,-0.0076,0.0008,0
743.00,14860.00,14.43,20.00,1.42,-0.0091,0.0126,0
743.20,14864.00,14.89,20.00,1.56,-0.0038,0.0096,0
743.40,14868.00,15.38,20.00,1.67,0.0007,-0.0024,0
743.60,14872.00,15.89,20.00,1.78,0.0059,-0.0049,0
743.80,14876.00,16.40,20.00,1.86,0.0016,-0.0093,0
744.00,14880.00,16.93,20.00,1.92,0.0048,-0.0051,0
744.20,14884.00,17.45,20.00,1.97,0.0164,-0.0165,0
744.40,14888.00,17.97,20.00,1.99,0.0163,-0.0097,0
744.60,14892.00,18.48,20.00,2.00,0.0134,-0.0075,0
744.80,14896.00,18.99,20.00,1.99,0.0211,-0.0116,0
745.00,14900.00,19.47,20.00,1.95,0.0195,-0.0259,0
745.20,14904.00,19.93,20.00,1.90,0.0292,-0.0295,0
745.40,14908.00,20.37,20.00,1.83,0.0270,-0.0204,0
745.60,14912.00,20.78,20.00,1.73,0.0314,-0.0197,0
745.80,14916.00,21.15,20.00,1.63,0.0305,-0.0284,0
746.00,14920.00,21.48,20.00,1.50,0.0347,-0.0331,0
746.20,14924.00,21.78,20.00,1.36,0.0258,-0.0349,0
746.40,14928.00,22.03,20.00,1.21,0.0307,-0.0295,0
746.60,14932.00,22.23,20.00,1.04,0.0294,-0.0359,0
746.80,14936.00,22.39,20.00,0.87,0.0244,-0.0354,0
747.00,14940.00,22.50,20.00,0.68,0.0273,-0.0378,0
747.20,14944.00,22.55,20.00,0.49,0.0223,-0.0393,0
747.40,14948.00,22.55,20.00,0.30,0.0239,-0.0375,0
747.60,14952.00,22.50,20.00,0.10,0.0154,-0.0570,0
747.80,14956.00,22.40,20.00,-0.10,0.0211,-0.0516,0
748.00,14960.00,22.24,20.00,-0.30,0.0161,-0.0563,0
748.20,14964.00,22.03,20.00,-0.50,0.0144,-0.0586,0
748.40,14968.00,21.77,20.00,-0.69,0.0078,-0.0592,0
748.60,14972.00,21.47,20.00,-0.87,0.0042,-0.0575,0
748.80,14976.00,21.12,20.00,-1.05,-0.0026,-0.0425,0
749.00,14980.00,20.73,20.00,-1.21,-0.0077,-0.0407,0
749.20,14984.00,20.30,20.00,-1.36,-0.0073,-0.0423,0
749.40,14988.00,19.83,20.00,-1.50,-0.0131,-0.0443,0
749.60,14992.00,19.34,20.00,-1.63,-0.0168,-0.0533,0
749.80,14996.00,18.81,20.00,-1.74,-0.0151,-0.0538,0
750.00,15000.00,18.26,20.00,-1.83,-0.0230,-0.0561,0
750.20,15004.00,17.70,20.00,-1.90,-0.0222,-0.0405,0
750.40,15008.00,17.12,20.00,-1.95,-0.0209,-0.0414,0
750.60,15012.00,16.54,20.00,-1.99,-0.0311,-0.0409,0
750.80,15016.00,15.95,20.00,-2.00,-0.0269,-0.0418,0
751.00,15020.00,15.36,20.00,-1.99,-0.0334,-0.0356,0
751.20,15024.00,14.78,20.00,-1.97,-0.0292,-0.0448,0
751.40,15028.00,14.22,20.00,-1.92,-0.0319,-0.0356,0
751.60,15032.00,13.67,20.00,-1.86,-0.0293,-0.0289,0
751.80,15036.00,13.15,20.00,-1.77,-0.0264,-0.0227,0
752.00,15040.00,12.65,20.00,-1.67,-0.0299,-0.0295,0
752.20,15044.00,12.18,20.00,-1.56,-0.0270,-0.0187,0
752.40,15048.00,11.75,20.00,-1.42,-0.0270,-0.0245,0
752.60,15052.00,11.36,20.00,-1.27,-0.0251,-0.0143,0
752.80,15056.00,11.02,20.00,-1.11,-0.0170,-0.0107,0
753.00,15060.00,10.72,20.00,-0.94,-0.0125,-0.0143,0
753.20,15064.00,10.47,20.00,-0.76,-0.0100,-0.0055,0
753.40,15068.00,10.27,20.00,-0.57,-0.0084,-0.0177,0
753.60,15072.00,10.12,20.00,-0.38,-0.0117,0.0028,0
753.80,15076.00,10.03,20.00,-0.18,-0.0020,-0.0007,0
754.00,15080.00,10.00,20.00,0.02,0.0053,0.0036,0
754.20,15084.00,10.02,20.00,0.22,0.0022,0.0092,0
754.40,15088.00,10.10,20.00,0.41,0.0045,0.0135,0
754.60,15092.00,10.23,20.00,0.61,0.0151,0.0037,0
754.80,15096.00,10.41,20.00,0.80,0.0115,0.0027,0
755.00,15100.00,10.65,20.00,0.97,0.0152,0.0150,0
755.20,15104.00,10.94,20.00,1.14,0.0199,0.0181,0
755.40,15108.00,11.28,20.00,1.30,0.0228,0.0237,0
755.60,15112.00,11.66,20.00,1.45,0.0283,0.0321,0
755.80,15116.00,12.08,20.00,1.58,0.0271,0.0293,0
756.00,15120.00,12.54,20.00,1.69,0.0272,0.0218,0
756.20,15124.00,13.03,20.00,1.79,0.0272,0.0310,0
756.40,15128.00,13.56,20.00,1.87,0.0315,0.0300,0
756.60,15132.00,14.10,20.00,1.93,0.0342,0.0375,0
756.80,15136.00,14.67,20.00,1.97,0.0326,0.0474,0
757.00,15140.00,15.25,20.00,2.00,0.0273,0.0338,0
757.20,15144.00,15.84,20.00,2.00,0.0244,0.0375,0
757.40,15148.00,16.44,20.00,1.98,0.0226,0.0353,0
757.60,15152.00,17.03,20.00,1.94,0.0231,0.0423,0
757.80,15156.00,17.62,20.00,1.89,0.0239,0.0407,0
758.00,15160.00,18.20,20.00,1.81,0.0175,0.0488,0
758.20,15164.00,18.76,20.00,1.72,0.0216,0.0515,0
758.40,15168.00,19.30,20.00,1.61,0.0159,0.0390,0
758.60,15172.00,19.81,20.00,1.48,0.0157,0.0466,0
758.80,15176.00,20.30,20.00,1.34,0.0095,0.0548,0
759.00,15180.00,20.75,20.00,1.18,0.0030,0.0506,0
759.20,15184.00,21.16,20.00,1.02,0.0043,0.0429,0
759.40,15188.00,21.53,20.00,0.84,-0.0077,0.0557,0
759.60,15192.00,21.85,20.00,0.65,-0.0024,0.0471,0
759.80,15196.00,22.13,20.00,0.46,-0.0066,0.0472,0
760.00,15200.00,22.35,20.00,0.26,-0.0155,0.0535,0
760.20,15204.00,22.53,20.00,0.07,-0.0119,0.0410,0
760.40,15208.00,22.65,20.00,-0.13,-0.0181,0.0431,0
760.60,15212.00,22.72,20.00,-0.33,-0.0239,0.0424,0
760.80,15216.00,22.73,20.00,-0.53,-0.0198,0.0539,0
761.00,15220.00,22.69,20.00,-0.72,-0.0308,0.0386,0
761.20,15224.00,22.60,20.00,-0.90,-0.0240,0.0330,0
761.40,15228.00,22.45,20.00,-1.07,-0.0288,0.0323,0
761.60,15232.00,22.26,20.00,-1.24,-0.0307,0.0363,0
761.80,15236.00,22.01,20.00,-1.39,-0.0266,0.0444,0
762.00,15240.00,21.72,20.00,-1.53,-0.0249,0.0340,0
762.20,15244.00,21.39,20.00,-1.65,-0.0276,0.0223,0
762.40,15248.00,21.01,20.00,-1.75,-0.0246,0.0244,0
762.60,15252.00,20.60,20.00,-1.84,-0.0294,0.0275,0
762.80,15256.00,20.16,20.00,-1.91,-0.0220,0.0327,0
763.00,15260.00,19.69,20.00,-1.96,-0.0212,0.0212,0
763.20,15264.00,19.19,20.00,-1.99,-0.0221,0.0208,0
763.40,15268.00,18.68,20.00,-2.00,-0.0134,0.0212,0
763.60,15272.00,18.15,20.00,-1.99,-0.0158,0.0027,0
763.80,15276.00,17.61,20.00,-1.96,-0.0139,0.0144,0
764.00,15280.00,17.06,20.00,-1.91,-0.0079,0.0064,0
764.20,15284.00,16.52,20.00,-1.84,0.0002,-0.0048,0
764.40,15288.00,15.98,20.00,-1.76,-0.0058,0.0020,0
764.60,15292.00,15.45,20.00,-1.65,0.0072,-0.0003,0
764.80,15296.00,14.93,20.00,-1.53,0.0040,0.0011,0
765.00,15300.00,14.43,20.00,-1.40,0.0088,-0.0114,0
765.20,15304.00,13.96,20.00,-1.25,0.0127,-0.0031,0
765.40,15308.00,13.51,20.00,-1.09,0.0142,-0.0121,0
765.60,15312.00,13.09,20.00,-0.91,0.0166,-0.0193,0
765.80,15316.00,12.71,20.00,-0.73,0.0230,-0.0244,0
766.00,15320.00,12.37,20.00,-0.54,0.0268,-0.0162,0
766.20,15324.00,12.06,20.00,-0.35,0.0234,-0.0180,0
766.40,15328.00,11.80,20.00,-0.15,0.0242,-0.0192,0
766.60,15332.00,11.58,20.00,0.05,0.0323,-0.0230,0
766.80,15336.00,11.41,20.00,0.25,0.0307,-0.0372,0
767.00,15340.00,11.28,20.00,0.45,0.0341,-0.0263,0
767.20,15344.00,11.20,20.00,0.64,0.0308,-0.0296,0
767.40,15348.00,11.17,20.00,0.83,0.0275,-0.0361,0
767.60,15352.00,11.19,20.00,1.00,0.0305,-0.0308,0
767.80,15356.00,11.25,20.00,1.17,0.0259,-0.0437,0
768.00,15360.00,11.36,20.00,1.33,0.0252,-0.0505,0
768.20,15364.00,11.51,20.00,1.47,0.0218,-0.0494,0
768.40,15368.00,11.71,20.00,1.60,0.0249,-0.0370,0
768.60,15372.00,11.94,20.00,1.71,0.0196,-0.0490,0
768.80,15376.00,12.22,20.00,1.81,0.0107,-0.0534,0
769.00,15380.00,12.52,20.00,1.88,0.0109,-0.0422,0
769.20,15384.00,12.86,20.00,1.94,0.0117,-0.0493,0
769.40,15388.00,13.23,20.00,1.98,0.0003,-0.0537,0
769.60,15392.00,13.61,20.00,2.00,-0.0004,-0.0525,0
769.80,15396.00,14.02,20.00,2.00,-0.0036,-0.0464,0
770.00,15400.00,14.45,20.00,1.98,-0.0010,-0.0557,0
770.20,15404.00,14.88,20.00,1.94,-0.0110,-0.0403,0
770.40,15408.00,15.33,20.00,1.88,-0.0167,-0.0544,0
770.60,15412.00,15.77,20.00,1.80,-0.0201,-0.0570,0
770.80,15416.00,16.22,20.00,1.70,-0.0219,-0.0408,0
771.00,15420.00,16.66,20.00,1.59,-0.0247,-0.0366,0
771.20,15424.00,17.09,20.00,1.46,-0.0261,-0.0398,0
771.40,15428.00,17.51,20.00,1.31,-0.0230,-0.0458,0
771.60,15432.00,17.91,20.00,1.16,-0.0294,-0.0429,0
771.80,15436.00,18.29,20.00,0.99,-0.0299,-0.0418,0
772.00,15440.00,18.64,20.00,0.81,-0.0253,-0.0367,0
772.20,15444.00,18.97,20.00,0.62,-0.0318,-0.0453,0
772.40,15448.00,19.28,20.00,0.43,-0.0339,-0.0284,0
772.60,15452.00,19.55,20.00,0.23,-0.0275,-0.0248,0
772.80,15456.00,19.78,20.00,0.03,-0.0333,-0.0245,0
773.00,15460.00,19.98,20.00,-0.17,-0.0251,-0.0232,0
773.20,15464.00,20.14,20.00,-0.37,-0.0303,-0.0193,0
773.40,15468.00,20.27,20.00,-0.56,-0.0204,-0.0200,0
773.60,15472.00,20.36,20.00,-0.75,-0.0170,-0.0128,0
773.80,15476.00,20.41,20.00,-0.93,-0.0235,-0.0137,0
774.00,15480.00,20.42,20.00,-1.10,-0.0114,-0.0224,0
774.20,15484.00,20.39,20.00,-1.26,-0.0176,-0.0013,0
774.40,15488.00,20.33,20.00,-1.41,-0.0093,-0.0115,0
774.60,15492.00,20.23,20.00,-1.55,-0.0031,-0.0092,0
774.80,15496.00,20.10,20.00,-1.67,-0.0003,-0.0034,0
775.00,15500.00,19.94,20.00,-1.77,0.0062,-0.0030,0
775.20,15504.00,19.75,20.00,-1.85,0.0062,0.0091,0
775.40,15508.00,19.53,20.00,-1.92,0.0087,0.0069,0
775.60,15512.00,19.28,20.00,-1.97,0.0145,0.0098,0
775.80,15516.00,19.02,20.00,-1.99,0.0176,0.0201,0
776.00,15520.00,18.74,20.00,-2.00,0.0162,0.0146,0
776.20,15524.00,18.44,20.00,-1.99,0.0221,0.0214,0
776.40,15528.00,18.13,20.00,-1.95,0.0265,0.0279,0
776.60,15532.00,17.81,20.00,-1.90,0.0215,0.0313,0
776.80,15536.00,17.49,20.00,-1.83,0.0273,0.0281,0
777.00,15540.00,17.17,20.00,-1.74,0.0268,0.0191,0
777.20,15544.00,16.85,20.00,-1.64,0.0273,0.0252,0
777.40,15548.00,16.53,20.00,-1.51,0.0335,0.0375,0
777.60,15552.00,16.22,20.00,-1.37,0.0344,0.0277,0
777.80,15556.00,15.93,20.00,-1.22,0.0296,0.0386,0
778.00,15560.00,15.65,20.00,-1.06,0.0330,0.0408,0
778.20,15564.00,15.39,20.00,-0.88,0.0326,0.0463,0
778.40,15568.00,15.14,20.00,-0.70,0.0303,0.0455,0
778.60,15572.00,14.92,20.00,-0.51,0.0234,0.0546,0
778.80,15576.00,14.72,20.00,-0.31,0.0210,0.0389,0
779.00,15580.00,14.55,20.00,-0.11,0.0219,0.0486,0
779.20,15584.00,14.40,20.00,0.08,0.0194,0.0539,0
779.40,15588.00,14.28,20.00,0.28,0.0093,0.0428,0
779.60,15592.00,14.19,20.00,0.48,0.0119,0.0587,0
779.80,15596.00,14.13,20.00,0.67,0.0021,0.0470,0
780.00,15600.00,14.10,20.00,0.86,-0.0018,0.0545,0
780.20,15604.00,14.10,20.00,1.03,0.0003,0.0563,0
780.40,15608.00,14.12,20.00,1.20,-0.0041,0.0399,0
780.60,15612.00,14.17,20.00,1.35,-0.0036,0.0473,0
780.80,15616.00,14.25,20.00,1.49,-0.0118,0.0522,0
781.00,15620.00,14.35,20.00,1.62,-0.0162,0.0461,0
781.20,15624.00,14.48,20.00,1.73,-0.0186,0.0450,0
781.40,15628.00,14.62,20.00,1.82,-0.0209,0.0517,0
781.60,15632.00,14.79,20.00,1.89,-0.0220,0.0529,0
781.80,15636.00,14.97,20.00,1.95,-0.0257,0.0402,0
782.00,15640.00,15.16,20.00,1.98,-0.0277,0.0495,0
782.20,15644.00,15.37,20.00,2.00,-0.0325,0.0428,0
782.40,15648.00,15.58,20.00,1.99,-0.0339,0.0410,0
782.60,15652.00,15.80,20.00,1.97,-0.0276,0.0456,0
782.80,15656.00,16.02,20.00,1.93,-0.0311,0.0270,0
783.00,15660.00,16.24,20.00,1.86,-0.0327,0.0345,0
783.20,15664.00,16.46,20.00,1.78,-0.0314,0.0277,0
783.40,15668.00,16.68,20.00,1.68,-0.0300,0.0315,0
783.60,15672.00,16.88,20.00,1.57,-0.0221,0.0195,0
783.80,15676.00,17.07,20.00,1.43,-0.0198,0.0172,0
784.00,15680.00,17.25,20.00,1.29,-0.0229,0.0159,0
784.20,15684.00,17.42,20.00,1.13,-0.0234,0.0098,0
784.40,15688.00,17.57,20.00,0.96,-0.0181,0.0106,0
784.60,15692.00,17.70,20.00,0.78,-0.0131,0.0129,0
784.80,15696.00,17.80,20.00,0.59,-0.0068,-0.0004,0
785.00,15700.00,17.89,20.00,0.40,-0.0106,0.0153,0
785.20,15704.00,17.95,20.00,0.20,-0.0019,0.0082,0
785.40,15708.00,17.99,20.00,-0.00,0.0036,0.0086,0
785.60,15712.00,18.01,20.00,-0.20,-0.0011,0.0025,0
785.80,15716.00,18.00,20.00,-0.40,0.0053,-0.0084,0
786.00,15720.00,17.97,20.00,-0.59,0.0059,-0.0021,0
786.20,15724.00,17.91,20.00,-0.78,0.0122,-0.0144,0
786.40,15728.00,17.84,20.00,-0.96,0.0196,-0.0089,0
786.60,15732.00,17.74,20.00,-1.13,0.0226,-0.0111,0
786.80,15736.00,17.62,20.00,-1.29,0.0191,-0.0156,0
787.00,15740.00,17.48,20.00,-1.44,0.0241,-0.0286,0
787.20,15744.00,17.32,20.00,-1.57,0.0225,-0.0317,0
787.40,15748.00,17.15,20.00,-1.68,0.0271,-0.0219,0
787.60,15752.00,16.97,20.00,-1.78,0.0272,-0.0281,0
787.80,15756.00,16.78,20.00,-1.86,0.0276,-0.0354,0
788.00,15760.00,16.58,20.00,-1.93,0.0322,-0.0347,0
788.20,15764.00,16.37,20.00,-1.97,0.0282,-0.0348,0
788.40,15768.00,16.16,20.00,-2.00,0.0280,-0.0300,0
788.60,15772.00,15.96,20.00,-2.00,0.0288,-0.0453,0
788.80,15776.00,15.75,20.00,-1.98,0.0312,-0.0423,0
789.00,15780.00,15.55,20.00,-1.95,0.0247,-0.0393,0
789.20,15784.00,15.36,20.00,-1.89,0.0263,-0.0459,0
789.40,15788.00,15.19,20.00,-1.82,0.0153,-0.0526,0
789.60,15792.00,15.02,20.00,-1.73,0.0178,-0.0530,0
789.80,15796.00,14.87,20.00,-1.62,0.0183,-0.0567,0
790.00,15800.00,14.74,20.00,-1.49,0.0121,-0.0427,0
790.20,15804.00,14.63,20.00,-1.35,0.0077,-0.0491,0
790.40,15808.00,14.54,20.00,-1.20,0.0085,-0.0451,0
790.60,15812.00,14.48,20.00,-1.03,-0.0021,-0.0477,0
790.80,15816.00,14.44,20.00,-0.85,-0.0008,-0.0567,0
791.00,15820.00,14.43,20.00,-0.67,-0.0035,-0.0462,0
791.20,15824.00,14.44,20.00,-0.48,-0.0119,-0.0424,0
791.40,15828.00,14.48,20.00,-0.28,-0.0143,-0.0513,0
791.60,15832.00,14.54,20.00,-0.08,-0.0205,-0.0555,0
791.80,15836.00,14.64,20.00,0.12,-0.0161,-0.0562,0
792.00,15840.00,14.76,20.00,0.32,-0.0233,-0.0370,0
792.20,15844.00,14.90,20.00,0.51,-0.0217,-0.0502,0
792.40,15848.00,15.07,20.00,0.70,-0.0225,-0.0399,0
792.60,15852.00,15.26,20.00,0.89,-0.0318,-0.0357,0
792.80,15856.00,15.48,20.00,1.06,-0.0334,-0.0445,0
793.00,15860.00,15.71,20.00,1.23,-0.0293,-0.0371,0
793.20,15864.00,15.96,20.00,1.38,-0.0347,-0.0366,0
793.40,15868.00,16.22,20.00,1.51,-0.0315,-0.0335,0
793.60,15872.00,16.50,20.00,1.64,-0.0315,-0.0313,0
793.80,15876.00,16.78,20.00,1.74,-0.0259,-0.0269,0
794.00,15880.00,17.07,20.00,1.83,-0.0305,-0.0324,0
794.20,15884.00,17.36,20.00,1.90,-0.0302,-0.0203,0
794.40,15888.00,17.66,20.00,1.96,-0.0217,-0.0202,0
794.60,15892.00,17.94,20.00,1.99,-0.0203,-0.0120,0
794.80,15896.00,18.23,20.00,2.00,-0.0148,-0.0122,0
795.00,15900.00,18.50,20.00,1.99,-0.0136,-0.0222,0
795.20,15904.00,18.76,20.00,1.96,-0.0163,-0.0050,0
795.40,15908.00,19.00,20.00,1.92,-0.0048,-0.0154,0
795.60,15912.00,19.22,20.00,1.85,-0.0072,-0.0036,0
795.80,15916.00,19.42,20.00,1.77,0.0025,-0.0002,0
796.00,15920.00,19.59,20.00,1.66,0.0039,-0.0070,0
796.20,15924.00,19.74,20.00,1.54,0.0109,0.0124,0
796.40,15928.00,19.86,20.00,1.41,0.0090,0.0138,0
796.60,15932.00,19.95,20.00,1.26,0.0116,0.0198,0
796.80,15936.00,20.00,20.00,1.10,0.0149,0.0187,0
797.00,15940.00,20.02,20.00,0.93,0.0154,0.0071,0
797.20,15944.00,20.01,20.00,0.75,0.0198,0.0242,0
797.40,15948.00,19.96,20.00,0.56,0.0267,0.0221,0
797.60,15952.00,19.87,20.00,0.36,0.0295,0.0293,0
797.80,15956.00,19.75,20.00,0.16,0.0262,0.0318,0
798.00,15960.00,19.59,20.00,-0.04,0.0290,0.0321,0
798.20,15964.00,19.40,20.00,-0.23,0.0281,0.0314,0
798.40,15968.00,19.18,20.00,-0.43,0.0282,0.0416,0
